"CustomerID","Gender","Location","Tenure_Months","Transaction_Date","Product_Category","Quantity","Avg_Price","Delivery_Charges","Coupon_Status","Transaction_Month","Transaction_Day","Combined_Key"
17850,0,"Chicago",12,"2019-01-17","Notebooks & Journals",1,15.46,6.5,"1",1,17,"18072-GGOEGOCL077699"
17850,0,"Chicago",12,"2019-01-17","Nest-USA",1,122.77,6.5,"1",1,17,"18073-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-17","Nest-USA",1,153.71,6.5,"0",1,17,"18074-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-17","Office",31,5.58,18.47,"1",1,17,"18075-GGOEYOLR018699"
17850,0,"Chicago",12,"2019-01-17","Fun",2,7.42,6.5,"0",1,17,"18076-GGOEAOBH078799"
17850,0,"Chicago",12,"2019-01-17","Apparel",1,16.5,6.5,"0",1,17,"18076-GGOEGAAJ080615"
17850,0,"Chicago",12,"2019-01-17","Nest-USA",1,122.77,6.5,"1",1,17,"18076-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-17","Nest-USA",1,122.77,6.5,"1",1,17,"18077-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-17","Nest-USA",1,153.71,6.5,"0",1,17,"18078-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-17","Nest-USA",1,122.77,6.5,"1",1,17,"18080-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-17","Drinkware",13,19.59,6.5,"1",1,17,"18081-GGOEGDHC074099"
17850,0,"Chicago",12,"2019-01-17","Lifestyle",26,3.47,6.5,"1",1,17,"18082-GGOEGHGR019499"
17850,0,"Chicago",12,"2019-01-17","Drinkware",1,13.4,6.5,"1",1,17,"18094-GGOEADWQ015699"
17850,0,"Chicago",12,"2019-01-17","Office",2,1.02,6.5,"0",1,17,"18094-GGOEGGOA017399"
17850,0,"Chicago",12,"2019-01-17","Office",1,5.15,6.5,"1",1,17,"18094-GGOEGOAA017199"
17850,0,"Chicago",12,"2019-01-17","Nest-USA",1,153.71,6.5,"1",1,17,"18095-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-17","Nest-USA",1,153.71,6.5,"1",1,17,"18096-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-17","Nest-USA",3,122.77,6.5,"1",1,17,"18097-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-17","Nest-USA",2,122.77,6.5,"0",1,17,"18097-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-17","Apparel",1,17.53,6.5,"1",1,17,"18098-GGOEGAAQ010413"
17850,0,"Chicago",12,"2019-01-17","Apparel",4,17.53,57.74,"0",1,17,"18099-GGOEGAAQ010414"
17850,0,"Chicago",12,"2019-01-17","Apparel",7,17.53,57.74,"0",1,17,"18099-GGOEGAAQ010415"
17850,0,"Chicago",12,"2019-01-17","Nest-USA",1,153.71,6.5,"1",1,17,"18101-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-17","Apparel",21,16.69,6.5,"0",1,17,"18114-GGOEGAAR010715"
17850,0,"Chicago",12,"2019-01-18","Office",155,9.97,6.5,"0",1,18,"18208-GGOEGOCT019199"
17850,0,"Chicago",12,"2019-01-18","Nest-USA",2,122.77,6.5,"0",1,18,"18210-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-18","Nest-USA",1,122.77,6.5,"1",1,18,"18214-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-18","Nest-USA",1,81.5,6.5,"0",1,18,"18214-GGOENEBQ079199"
17850,0,"Chicago",12,"2019-01-18","Drinkware",1,10.72,6.5,"1",1,18,"18217-GGOEADHB014799"
17850,0,"Chicago",12,"2019-01-18","Office",1,1.64,6.5,"0",1,18,"18217-GGOEGKAA019299"
17850,0,"Chicago",12,"2019-01-18","Nest-USA",1,122.77,6.5,"0",1,18,"18217-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-18","Nest-USA",2,81.5,6.5,"1",1,18,"18218-GGOENEBQ079099"
17850,0,"Chicago",12,"2019-01-18","Nest-USA",2,122.77,6.5,"0",1,18,"18220-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-18","Apparel",1,15.67,6.5,"1",1,18,"18221-GGOEGAAJ032316"
17850,0,"Chicago",12,"2019-01-18","Lifestyle",1,4.12,6.5,"0",1,18,"18222-GGOEGPXC023299"
17850,0,"Chicago",12,"2019-01-18","Nest-USA",1,153.71,6.5,"0",1,18,"18222-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-18","Nest-USA",3,122.77,6.5,"0",1,18,"18223-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-18","Nest-USA",1,122.77,6.5,"0",1,18,"18226-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-18","Nest-USA",1,122.77,6.5,"0",1,18,"18228-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-18","Nest-USA",2,122.77,6.5,"0",1,18,"18230-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-18","Office",113,8.02,98.74,"1",1,18,"18231-GGOEGOCT019199"
17850,0,"Chicago",12,"2019-01-18","Nest-USA",1,153.71,6.5,"1",1,18,"18233-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-18","Nest-Canada",1,205.3,8.7,"0",1,18,"18234-GGOENEBJ081899"
17850,0,"Chicago",12,"2019-01-18","Nest-USA",1,122.77,6.5,"1",1,18,"18235-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-18","Bags",4,13.19,18.47,"0",1,18,"18237-GGOEGBJL013999"
17850,0,"Chicago",12,"2019-01-18","Office",5,1.64,18.47,"0",1,18,"18237-GGOEYFKQ020699"
17850,0,"Chicago",12,"2019-01-18","Apparel",1,14.02,6.5,"0",1,18,"18238-GGOEAAWC062450"
17850,0,"Chicago",12,"2019-01-18","Apparel",1,14.02,6.5,"0",1,18,"18238-GGOEAAXN066328"
17850,0,"Chicago",12,"2019-01-21","Nest-USA",4,81.5,6.5,"1",1,21,"18492-GGOENEBQ079099"
17850,0,"Chicago",12,"2019-01-22","Drinkware",1,10.72,6.5,"0",1,22,"18497-GGOEADWQ015699"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,153.71,6.5,"0",1,22,"18500-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-22","Nest-Canada",1,153.71,8.7,"1",1,22,"18501-GGOENEBQ081599"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,205.3,6.5,"1",1,22,"18506-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,153.71,6.5,"0",1,22,"18507-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,205.3,6.5,"0",1,22,"18508-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",2,153.71,6.5,"0",1,22,"18509-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",2,122.77,6.5,"0",1,22,"18509-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,205.3,6.5,"0",1,22,"18510-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,122.77,6.5,"0",1,22,"18511-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,205.3,6.5,"1",1,22,"18513-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,122.77,6.5,"0",1,22,"18518-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",2,122.77,6.5,"1",1,22,"18518-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,81.5,6.5,"1",1,22,"18520-GGOENEBQ079099"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",3,102.13,6.5,"0",1,22,"18521-GGOENEBQ079199"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,122.77,6.5,"0",1,22,"18523-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-22","Apparel",1,15.67,6.5,"1",1,22,"18525-GGOEGAEC029116"
17850,0,"Chicago",12,"2019-01-22","Apparel",1,46.21,6.5,"1",1,22,"18525-GGOEGAQB036016"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,81.5,6.5,"1",1,22,"18527-GGOENEBQ079099"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,153.71,6.5,"1",1,22,"18528-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,122.77,6.5,"0",1,22,"18530-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,81.5,6.5,"0",1,22,"18531-GGOENEBQ079099"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",1,153.71,6.5,"0",1,22,"18532-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-22","Nest-USA",2,122.77,6.5,"1",1,22,"18533-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-22","Apparel",1,14.02,6.5,"0",1,22,"18534-GGOEGAAQ010415"
17850,0,"Chicago",12,"2019-01-22","Apparel",1,61.89,6.5,"0",1,22,"18534-GGOEGADJ059415"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",1,153.71,6.5,"1",1,24,"18737-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",1,153.71,6.5,"1",1,24,"18738-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-24","Bags",20,78.4,182.74,"0",1,24,"18740-GGOEGBRA037499"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",2,153.71,6.5,"1",1,24,"18741-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-24","Waze",1,7.21,6.5,"0",1,24,"18742-GGOEWEBB082699"
17850,0,"Chicago",12,"2019-01-24","Waze",1,2.05,6.5,"1",1,24,"18742-GGOEWFKA083299"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",5,122.77,6.5,"0",1,24,"18744-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-24","Apparel",1,53.64,6.5,"0",1,24,"18745-GGOEGAFJ036214"
17850,0,"Chicago",12,"2019-01-24","Apparel",1,24.75,6.5,"1",1,24,"18745-GGOEGALJ036414"
17850,0,"Chicago",12,"2019-01-24","Apparel",1,11.34,6.5,"1",1,24,"18745-GGOEGHPB071610"
17850,0,"Chicago",12,"2019-01-24","Office",1,2.05,6.5,"1",1,24,"18745-GGOEGOXQ016399"
17850,0,"Chicago",12,"2019-01-24","Lifestyle",2,5.15,6.5,"0",1,24,"18745-GGOEGPXC023299"
17850,0,"Chicago",12,"2019-01-24","Apparel",1,11.34,6.5,"0",1,24,"18745-GGOEYHPB072210"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",2,122.77,6.5,"1",1,24,"18747-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",1,153.71,6.5,"1",1,24,"18749-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-24","Apparel",1,17.53,6.5,"0",1,24,"18750-GGOEGAAL010616"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",1,153.71,6.5,"1",1,24,"18753-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",1,122.77,6.5,"1",1,24,"18754-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-24","Office",1,4.12,6.5,"0",1,24,"18756-GGOEGOAA017199"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",1,122.77,6.5,"0",1,24,"18757-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",1,122.77,6.5,"1",1,24,"18758-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-24","Apparel",1,19.59,6.5,"0",1,24,"18761-GGOEGAER029713"
17850,0,"Chicago",12,"2019-01-24","Office",1,10.31,6.5,"0",1,24,"18761-GGOEGOCT019199"
17850,0,"Chicago",12,"2019-01-24","Drinkware",1,13.4,6.5,"0",1,24,"18762-GGOEGDWR015799"
17850,0,"Chicago",12,"2019-01-24","Office",1,3.08,6.5,"0",1,24,"18764-GGOEAFKQ020599"
17850,0,"Chicago",12,"2019-01-24","Office",1,2.05,6.5,"0",1,24,"18764-GGOEGFKQ020399"
17850,0,"Chicago",12,"2019-01-24","Waze",1,2.05,6.5,"0",1,24,"18764-GGOEWFKA083199"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",2,122.77,6.5,"0",1,24,"18765-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",1,122.77,6.5,"1",1,24,"18765-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",2,122.77,6.5,"1",1,24,"18766-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",1,122.77,6.5,"0",1,24,"18767-GGOENEBB078899"
17850,0,"Chicago",12,"2019-01-24","Nest-USA",1,153.71,6.5,"1",1,24,"18769-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-26","Bags",2,14.43,6.5,"1",1,26,"18924-GGOEGBCR024399"
17850,0,"Chicago",12,"2019-01-26","Bags",5,5.15,6.5,"0",1,26,"18924-GGOEGBMJ013399"
17850,0,"Chicago",12,"2019-01-26","Drinkware",4,3.61,6.5,"1",1,26,"18924-GGOEGFAQ016699"
17850,0,"Chicago",12,"2019-01-26","Drinkware",2,8.24,6.5,"1",1,26,"18925-GGOEYDHJ019399"
17850,0,"Chicago",12,"2019-01-26","Office",1,7.21,6.5,"1",1,26,"18925-GGOEYOLR018699"
17850,0,"Chicago",12,"2019-01-26","Apparel",1,46.21,12.76,"0",1,26,"18926-GGOEAAFB035915"
17850,0,"Chicago",12,"2019-01-26","Apparel",1,17.32,6.5,"1",1,26,"18927-GGOEAAEJ035713"
17850,0,"Chicago",12,"2019-01-26","Apparel",1,20.62,6.5,"1",1,26,"18927-GGOEGAEC033113"
17850,0,"Chicago",12,"2019-01-26","Nest-USA",1,153.71,6.5,"0",1,26,"18928-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-26","Nest-USA",2,81.5,6.5,"1",1,26,"18929-GGOENEBQ079099"
17850,0,"Chicago",12,"2019-01-26","Apparel",1,19.8,20.74,"1",1,26,"18930-GGOEGAWH061349"
17850,0,"Chicago",12,"2019-01-26","Apparel",1,61.89,6.5,"1",1,26,"18932-GGOEGAPB058215"
17850,0,"Chicago",12,"2019-01-26","Waze",2,7.21,6.5,"1",1,26,"18934-GGOEWEBB082699"
17850,0,"Chicago",12,"2019-01-26","Waze",1,3.08,6.5,"0",1,26,"18934-GGOEWFKA082999"
17850,0,"Chicago",12,"2019-01-26","Apparel",1,31.35,6.5,"0",1,26,"18935-GGOEGAWC062850"
17850,0,"Chicago",12,"2019-01-26","Waze",1,7.21,6.5,"0",1,26,"18936-GGOEWEBB082699"
17850,0,"Chicago",12,"2019-01-26","Waze",1,2.05,6.5,"1",1,26,"18936-GGOEWFKA083199"
17850,0,"Chicago",12,"2019-01-26","Nest-USA",1,122.77,28.78,"0",1,26,"18937-GGOENEBQ078999"
17850,0,"Chicago",12,"2019-01-26","Nest-USA",1,153.71,6.5,"0",1,26,"18938-GGOENEBJ079499"
17850,0,"Chicago",12,"2019-01-26","Drinkware",2,6.59,6.5,"1",1,26,"18939-GGOEYDHJ019399"
17850,0,"Chicago",12,"2019-01-26","Bottles",1,4.12,6.5,"0",1,26,"18939-GGOEYDHJ056099"
17850,0,"Chicago",12,"2019-01-26","Office",2,1.64,6.5,"0",1,26,"18939-GGOEYFKQ020699"
17850,0,"Chicago",12,"2019-01-26","Office",2,5.77,6.5,"0",1,26,"18939-GGOEYOLR018699"
17850,0,"Chicago",12,"2019-01-26","Office",1,6.59,6.5,"0",1,26,"18939-GGOEYOLR080599"
13047,0,"California",43,"2019-01-01","Office",52,0.98,6.5,"1",1,1,"16682-GGOEGGOA017399"
13047,0,"California",43,"2019-01-01","Office",31,1.99,6.5,"0",1,1,"16682-GGOEGOFH020299"
13047,0,"California",43,"2019-01-01","Apparel",5,17.53,6.5,"1",1,1,"16682-GGOEYAAB031816"
13047,0,"California",43,"2019-01-01","Nest-USA",2,122.77,6.5,"0",1,1,"16684-GGOENEBQ078999"
13047,0,"California",43,"2019-01-01","Nest-USA",1,81.5,6.5,"1",1,1,"16684-GGOENEBQ079199"
13047,0,"California",43,"2019-01-01","Apparel",1,14.02,6.5,"1",1,1,"16685-GGOEGAAR010714"
13047,0,"California",43,"2019-01-01","Office",3,1.02,6.5,"1",1,1,"16687-GGOEGGOA017399"
13047,0,"California",43,"2019-01-01","Office",1,3.08,6.5,"1",1,1,"16687-GGOEGOBG023599"
13047,0,"California",43,"2019-01-01","Office",1,6.18,6.5,"0",1,1,"16687-GGOEGOLC013299"
13047,0,"California",43,"2019-01-01","Nest-USA",1,122.77,6.5,"1",1,1,"16688-GGOENEBB078899"
13047,0,"California",43,"2019-01-01","Nest-USA",1,153.71,6.5,"1",1,1,"16689-GGOENEBJ079499"
13047,0,"California",43,"2019-08-01","Apparel",1,4.56,6.5,"0",8,1,"34329-GGOEGALB034115"
13047,0,"California",43,"2019-12-18","Nest-USA",2,151.88,12.99,"1",12,18,"47378-GGOENEBJ079499"
13047,0,"California",43,"2019-12-18","Nest-USA",1,121.3,6.5,"1",12,18,"47379-GGOENEBB078899"
13047,0,"California",43,"2019-12-18","Apparel",1,22.41,6,"1",12,18,"47380-GGOEYAEB091813"
13047,0,"California",43,"2019-12-18","Nest-USA",1,151.88,6.5,"0",12,18,"47382-GGOENEBD084799"
13047,0,"California",43,"2019-12-18","Nest-USA",1,121.3,6.5,"0",12,18,"47383-GGOENEBQ078999"
13047,0,"California",43,"2019-12-18","Apparel",1,17.93,6.5,"0",12,18,"47384-GGOEGAET090514"
13047,0,"California",43,"2019-12-18","Apparel",1,17.93,6.5,"1",12,18,"47384-GGOEGALJ091014"
13047,0,"California",43,"2019-12-18","Drinkware",1,19.56,6.5,"0",12,18,"47384-GGOEGDHH087299"
13047,0,"California",43,"2019-12-18","Headgear",1,16.3,6.5,"1",12,18,"47386-GGOEGAPL087999"
13047,0,"California",43,"2019-12-18","Drinkware",1,19.56,6.5,"1",12,18,"47386-GGOEGDHT087199"
13047,0,"California",43,"2019-12-18","Drinkware",1,24.45,6,"1",12,18,"47388-GGOEGDHR086999"
13047,0,"California",43,"2019-12-18","Nest",1,202.84,6.5,"0",12,18,"47390-GGOENEBQ086499"
13047,0,"California",43,"2019-12-18","Nest-USA",1,151.88,19.99,"1",12,18,"47392-GGOENEBJ079499"
13047,0,"California",43,"2019-12-18","Headgear",2,16.3,6.5,"0",12,18,"47394-GGOEGAPL087999"
13047,0,"California",43,"2019-12-18","Nest-USA",1,151.88,6.5,"0",12,18,"47395-GGOENEBJ079499"
13047,0,"California",43,"2019-12-18","Nest-USA",1,121.3,6.5,"1",12,18,"47397-GGOENEBB078899"
13047,0,"California",43,"2019-12-18","Apparel",2,4.33,6,"0",12,18,"47398-GGOEGAEJ028116"
13047,0,"California",43,"2019-12-18","Apparel",3,4.33,6,"1",12,18,"47398-GGOEGAEQ027917"
12583,0,"Chicago",33,"2019-01-01","Office",1,2.47,102.79,"1",1,1,"16692-GGOEAFKQ020599"
12583,0,"Chicago",33,"2019-01-01","Office",1,1.64,102.79,"0",1,1,"16692-GGOEGFKQ020399"
12583,0,"Chicago",33,"2019-01-01","Office",1,1.64,102.79,"0",1,1,"16692-GGOEYFKQ020699"
12583,0,"Chicago",33,"2019-01-01","Notebooks & Journals",26,7.93,102.79,"0",1,1,"16692-GGOEYOCR078099"
12583,0,"Chicago",33,"2019-01-01","Apparel",1,61.89,6.5,"0",1,1,"16693-GGOEGATB060415"
