CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status
17850,M,Chicago,12,16727,1/1/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Clicked
17850,M,Chicago,12,16731,1/1/2019,GGOENEBQ078999,Nest-USA,2,122.77,6.5,Clicked
17850,M,Chicago,12,16877,1/3/2019,GGOEGOCB017499,Office,4,9.07,28.78,Used
17850,M,Chicago,12,16879,1/3/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Used
17850,M,Chicago,12,16880,1/3/2019,GGOENEBQ078999,Nest-USA,2,122.77,6.5,Not Used
17850,M,Chicago,12,16881,1/3/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,16882,1/3/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Used
17850,M,Chicago,12,16883,1/3/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,16885,1/3/2019,GGOEGDHQ015399,Drinkware,26,19.83,74.74,Not Used
17850,M,Chicago,12,16885,1/3/2019,GGOEGFKQ020399,Office,5,1.64,74.74,Clicked
17850,M,Chicago,12,16885,1/3/2019,GGOEGFKQ020799,Office,3,2.89,74.74,Clicked
17850,M,Chicago,12,16885,1/3/2019,GGOEYFKQ020699,Office,5,1.64,74.74,Clicked
17850,M,Chicago,12,16885,1/3/2019,GGOEYOLR018699,Office,26,5.55,74.74,Clicked
17850,M,Chicago,12,16886,1/3/2019,GGOENEBQ078999,Nest-USA,1,122.77,6.5,Clicked
17850,M,Chicago,12,16887,1/3/2019,GGOEAAAJ032416,Apparel,1,19.59,35.3,Clicked
17850,M,Chicago,12,16887,1/3/2019,GGOEAAAJ034516,Apparel,1,19.59,35.3,Clicked
17850,M,Chicago,12,16887,1/3/2019,GGOEGAAJ059116,Apparel,1,22.69,35.3,Clicked
17850,M,Chicago,12,16887,1/3/2019,GGOEGAAQ033916,Apparel,1,19.59,35.3,Clicked
17850,M,Chicago,12,16887,1/3/2019,GGOEGAFJ036216,Apparel,1,53.64,35.3,Clicked
17850,M,Chicago,12,16887,1/3/2019,GGOEGCNB021099,Lifestyle,1,12.37,35.3,Used
17850,M,Chicago,12,16903,1/3/2019,GGOEGFKQ020399,Office,6,1.64,35.3,Used
17850,M,Chicago,12,16903,1/3/2019,GGOEGOCT019199,Office,3,8.24,35.3,Not Used
17850,M,Chicago,12,16984,1/4/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,16984,1/4/2019,GGOENEBQ079199,Nest-USA,2,81.5,6.5,Clicked
17850,M,Chicago,12,16987,1/4/2019,GGOENEBJ079499,Nest-USA,5,153.71,6.5,Not Used
17850,M,Chicago,12,16988,1/4/2019,GGOEGBJR018199,Bags,12,2.89,13.78,Used
17850,M,Chicago,12,16988,1/4/2019,GGOEGOLC014299,Office,12,4.94,13.78,Clicked
17850,M,Chicago,12,16989,1/4/2019,GGOEGBRA037499,Bags,1,82.52,13.78,Not Used
17850,M,Chicago,12,16990,1/4/2019,GGOEGHGC019799,Lifestyle,26,3.47,6.5,Clicked
17850,M,Chicago,12,16990,1/4/2019,GGOEGHGH019699,Lifestyle,26,3.47,6.5,Clicked
17850,M,Chicago,12,16990,1/4/2019,GGOEGHGR019499,Lifestyle,26,3.47,6.5,Not Used
17850,M,Chicago,12,16990,1/4/2019,GGOEGHGT019599,Lifestyle,26,3.47,6.5,Clicked
17850,M,Chicago,12,16991,1/4/2019,GGOEGDWC020199,Drinkware,1,7.42,6.5,Clicked
17850,M,Chicago,12,16991,1/4/2019,GGOEGDWR015799,Drinkware,1,10.72,6.5,Not Used
17850,M,Chicago,12,16991,1/4/2019,GGOEGHGC019799,Lifestyle,1,2.89,6.5,Clicked
17850,M,Chicago,12,16991,1/4/2019,GGOEGHGR019499,Lifestyle,1,2.89,6.5,Clicked
17850,M,Chicago,12,16992,1/4/2019,GGOEADHB014799,Drinkware,2,13.4,6.5,Used
17850,M,Chicago,12,16992,1/4/2019,GGOEAFKQ020599,Office,5,3.08,6.5,Used
17850,M,Chicago,12,16992,1/4/2019,GGOEGAAJ080615,Apparel,1,20.62,6.5,Clicked
17850,M,Chicago,12,16992,1/4/2019,GGOEGAAJ080616,Apparel,1,20.62,6.5,Clicked
17850,M,Chicago,12,16992,1/4/2019,GGOEGADB057315,Apparel,1,77.36,6.5,Clicked
17850,M,Chicago,12,18017,1/16/2019,GGOEAAEB031614,Apparel,1,20.62,6.5,Clicked
17850,M,Chicago,12,18017,1/16/2019,GGOEGAEC033115,Apparel,1,20.62,6.5,Clicked
17850,M,Chicago,12,18017,1/16/2019,GGOEGALP036317,Apparel,1,19.8,6.5,Clicked
17850,M,Chicago,12,18017,1/16/2019,GGOEGAPJ058013,Apparel,1,90.77,6.5,Clicked
17850,M,Chicago,12,18017,1/16/2019,GGOEGDHQ015399,Drinkware,1,20.62,6.5,Clicked
17850,M,Chicago,12,18018,1/16/2019,GGOENEBQ078999,Nest-USA,4,122.77,6.5,Clicked
17850,M,Chicago,12,18019,1/16/2019,GGOEGAFB035816,Apparel,1,57.76,6.5,Clicked
17850,M,Chicago,12,18020,1/16/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Clicked
17850,M,Chicago,12,18021,1/17/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,18022,1/17/2019,GGOENEBQ079099,Nest-USA,2,81.5,6.5,Clicked
17850,M,Chicago,12,18023,1/17/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,18024,1/17/2019,GGOEGAAQ010415,Apparel,1,17.53,6.5,Used
17850,M,Chicago,12,18024,1/17/2019,GGOEYHPA003510,Headgear,1,22.69,6.5,Clicked
17850,M,Chicago,12,18025,1/17/2019,GGOENEBQ079099,Nest-USA,2,81.5,6.5,Clicked
17850,M,Chicago,12,18027,1/17/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Clicked
17850,M,Chicago,12,18028,1/17/2019,GGOEGAFJ036216,Apparel,1,53.64,6.5,Clicked
17850,M,Chicago,12,18029,1/17/2019,GGOENEBQ078999,Nest-USA,4,122.77,6.5,Used
17850,M,Chicago,12,18030,1/17/2019,GGOENEBQ078999,Nest-USA,1,122.77,6.5,Clicked
17850,M,Chicago,12,18031,1/17/2019,GGOEAFKQ020599,Office,1,2.47,6.5,Clicked
17850,M,Chicago,12,18031,1/17/2019,GGOEAKDH019899,Lifestyle,2,3.29,6.5,Clicked
17850,M,Chicago,12,18031,1/17/2019,GGOEGDHG082499,Google,1,11.54,6.5,Clicked
17850,M,Chicago,12,18031,1/17/2019,GGOEYAAJ032515,Apparel,1,15.67,6.5,Used
17850,M,Chicago,12,18031,1/17/2019,GGOEYAAJ032517,Apparel,1,15.67,6.5,Clicked
17850,M,Chicago,12,18033,1/17/2019,GGOEYDHJ019399,Drinkware,1,8.24,20.0,Clicked
17850,M,Chicago,12,18033,1/17/2019,GGOEYOLR018699,Office,1,7.21,20.0,Clicked
17850,M,Chicago,12,18034,1/17/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Used
17850,M,Chicago,12,18035,1/17/2019,GGOENEBJ079499,Nest-USA,2,153.71,6.5,Clicked
17850,M,Chicago,12,18036,1/17/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Clicked
17850,M,Chicago,12,18072,1/17/2019,GGOEGDHB072099,Drinkware,1,20.62,6.5,Used
17850,M,Chicago,12,18072,1/17/2019,GGOEGOCL077699,Notebooks & Journals,1,15.46,6.5,Used
17850,M,Chicago,12,18073,1/17/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Used
17850,M,Chicago,12,18074,1/17/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,18075,1/17/2019,GGOEYOLR018699,Office,31,5.58,18.47,Used
17850,M,Chicago,12,18076,1/17/2019,GGOEAAEB031617,Apparel,1,20.62,6.5,Not Used
17850,M,Chicago,12,18076,1/17/2019,GGOEAOBH078799,Fun,2,7.42,6.5,Clicked
17850,M,Chicago,12,18076,1/17/2019,GGOEGAAJ080615,Apparel,1,16.5,6.5,Clicked
17850,M,Chicago,12,18076,1/17/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Not Used
17850,M,Chicago,12,18076,1/17/2019,GGOENEBQ078999,Nest-USA,1,122.77,6.5,Used
17850,M,Chicago,12,18077,1/17/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,18077,1/17/2019,GGOENEBQ078999,Nest-USA,1,122.77,6.5,Used
17850,M,Chicago,12,18078,1/17/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,18080,1/17/2019,GGOENEBQ078999,Nest-USA,1,122.77,6.5,Used
17850,M,Chicago,12,18081,1/17/2019,GGOEGDHC074099,Drinkware,13,19.59,6.5,Used
17850,M,Chicago,12,18081,1/17/2019,GGOEGOAQ012899,Office,13,2.58,6.5,Clicked
17850,M,Chicago,12,18082,1/17/2019,GGOEGHGH019699,Lifestyle,26,3.47,6.5,Clicked
17850,M,Chicago,12,18082,1/17/2019,GGOEGHGR019499,Lifestyle,26,3.47,6.5,Used
17850,M,Chicago,12,18094,1/17/2019,GGOEADWQ015699,Drinkware,1,13.4,6.5,Used
17850,M,Chicago,12,18094,1/17/2019,GGOEAOCH014199,Office,1,9.27,6.5,Clicked
17850,M,Chicago,12,18094,1/17/2019,GGOEGGOA017399,Office,2,1.02,6.5,Clicked
17850,M,Chicago,12,18094,1/17/2019,GGOEGOAA017199,Office,1,5.15,6.5,Used
17850,M,Chicago,12,18095,1/17/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Used
17850,M,Chicago,12,18096,1/17/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Used
17850,M,Chicago,12,18097,1/17/2019,GGOENEBB078899,Nest-USA,3,122.77,6.5,Used
17850,M,Chicago,12,18097,1/17/2019,GGOENEBQ078999,Nest-USA,2,122.77,6.5,Clicked
17850,M,Chicago,12,18098,1/17/2019,GGOEGAAQ010413,Apparel,1,17.53,6.5,Used
17850,M,Chicago,12,18099,1/17/2019,GGOEGAAQ010413,Apparel,4,17.53,57.74,Clicked
17850,M,Chicago,12,18099,1/17/2019,GGOEGAAQ010414,Apparel,4,17.53,57.74,Clicked
17850,M,Chicago,12,18099,1/17/2019,GGOEGAAQ010415,Apparel,7,17.53,57.74,Clicked
17850,M,Chicago,12,18100,1/17/2019,GGOEAAYJ068824,Apparel,1,15.67,6.5,Not Used
17850,M,Chicago,12,18101,1/17/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Used
17850,M,Chicago,12,18102,1/17/2019,GGOEGBRD079699,Backpacks,1,82.52,13.78,Not Used
17850,M,Chicago,12,18114,1/17/2019,GGOEGAAR010715,Apparel,21,16.69,6.5,Clicked
17850,M,Chicago,12,18114,1/17/2019,GGOEGBFC018799,Bags,21,4.9,6.5,Clicked
17850,M,Chicago,12,18208,1/18/2019,GGOEGOCT019199,Office,155,9.97,6.5,Clicked
17850,M,Chicago,12,18209,1/18/2019,GGOENEBJ081899,Nest-Canada,3,205.3,8.7,Clicked
17850,M,Chicago,12,18209,1/18/2019,GGOENEBQ081699,Nest-Canada,2,107.29,8.7,Clicked
17850,M,Chicago,12,18210,1/18/2019,GGOENEBQ078999,Nest-USA,2,122.77,6.5,Clicked
17850,M,Chicago,12,18212,1/18/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Not Used
17850,M,Chicago,12,18214,1/18/2019,GGOENEBQ078999,Nest-USA,1,122.77,6.5,Used
17850,M,Chicago,12,18214,1/18/2019,GGOENEBQ079199,Nest-USA,1,81.5,6.5,Clicked
17850,M,Chicago,12,18216,1/18/2019,GGOEGDHB072099,Drinkware,1,16.5,6.5,Not Used
17850,M,Chicago,12,18217,1/18/2019,GGOEADHB014799,Drinkware,1,10.72,6.5,Used
17850,M,Chicago,12,18217,1/18/2019,GGOEGKAA019299,Office,1,1.64,6.5,Clicked
17850,M,Chicago,12,18217,1/18/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Not Used
17850,M,Chicago,12,18218,1/18/2019,GGOENEBQ079099,Nest-USA,2,81.5,6.5,Used
17850,M,Chicago,12,18219,1/18/2019,GGOEGALP036315,Apparel,1,19.8,6.5,Clicked
17850,M,Chicago,12,18220,1/18/2019,GGOENEBQ078999,Nest-USA,2,122.77,6.5,Clicked
17850,M,Chicago,12,18221,1/18/2019,GGOEGAAJ032316,Apparel,1,15.67,6.5,Used
17850,M,Chicago,12,18222,1/18/2019,GGOEGPXC023299,Lifestyle,1,4.12,6.5,Clicked
17850,M,Chicago,12,18222,1/18/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Clicked
17850,M,Chicago,12,18222,1/18/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,18222,1/18/2019,GGOENEBQ079099,Nest-USA,2,81.5,6.5,Clicked
17850,M,Chicago,12,18223,1/18/2019,GGOENEBB078899,Nest-USA,3,122.77,6.5,Clicked
17850,M,Chicago,12,18226,1/18/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Clicked
17850,M,Chicago,12,18228,1/18/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Clicked
17850,M,Chicago,12,18230,1/18/2019,GGOENEBB078899,Nest-USA,2,122.77,6.5,Clicked
17850,M,Chicago,12,18231,1/18/2019,GGOEGOCT019199,Office,113,8.02,98.74,Used
17850,M,Chicago,12,18232,1/18/2019,GGOEGBRA037499,Bags,1,82.52,6.5,Clicked
17850,M,Chicago,12,18233,1/18/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Used
17850,M,Chicago,12,18233,1/18/2019,GGOENEBQ079099,Nest-USA,1,81.5,6.5,Clicked
17850,M,Chicago,12,18234,1/18/2019,GGOENEBJ081899,Nest-Canada,1,205.3,8.7,Clicked
17850,M,Chicago,12,18235,1/18/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Used
17850,M,Chicago,12,18237,1/18/2019,GGOEGBJL013999,Bags,4,13.19,18.47,Clicked
17850,M,Chicago,12,18237,1/18/2019,GGOEGCBQ016499,Housewares,15,2.06,18.47,Clicked
17850,M,Chicago,12,18237,1/18/2019,GGOEGOAQ020099,Office,6,2.47,18.47,Clicked
17850,M,Chicago,12,18237,1/18/2019,GGOEGOLC014299,Office,10,4.94,18.47,Clicked
17850,M,Chicago,12,18237,1/18/2019,GGOEYFKQ020699,Office,5,1.64,18.47,Clicked
17850,M,Chicago,12,18238,1/18/2019,GGOEAAWC062450,Apparel,1,14.02,6.5,Clicked
17850,M,Chicago,12,18238,1/18/2019,GGOEAAXN066328,Apparel,1,14.02,6.5,Clicked
17850,M,Chicago,12,18492,1/21/2019,GGOENEBQ079099,Nest-USA,4,81.5,6.5,Used
17850,M,Chicago,12,18494,1/21/2019,GGOENEBQ078999,Nest-USA,1,122.77,6.5,Not Used
17850,M,Chicago,12,18497,1/22/2019,GGOEADWQ015699,Drinkware,1,10.72,6.5,Clicked
17850,M,Chicago,12,18497,1/22/2019,GGOENEBQ078999,Nest-USA,1,122.77,6.5,Not Used
17850,M,Chicago,12,18498,1/22/2019,GGOEGAAJ073414,Apparel,1,19.59,6.5,Clicked
17850,M,Chicago,12,18499,1/22/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,18500,1/22/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,18501,1/22/2019,GGOENEBQ081599,Nest-Canada,1,153.71,8.7,Used
17850,M,Chicago,12,18505,1/22/2019,GGOENEBB078899,Nest-USA,1,205.3,6.5,Not Used
17850,M,Chicago,12,18506,1/22/2019,GGOENEBQ078999,Nest-USA,1,205.3,6.5,Used
17850,M,Chicago,12,18507,1/22/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,18507,1/22/2019,GGOENEBQ079099,Nest-USA,1,81.5,6.5,Clicked
17850,M,Chicago,12,18508,1/22/2019,GGOENEBQ078999,Nest-USA,1,205.3,6.5,Clicked
17850,M,Chicago,12,18509,1/22/2019,GGOENEBJ079499,Nest-USA,2,153.71,6.5,Clicked
17850,M,Chicago,12,18509,1/22/2019,GGOENEBQ078999,Nest-USA,2,122.77,6.5,Clicked
17850,M,Chicago,12,18510,1/22/2019,GGOENEBQ078999,Nest-USA,1,205.3,6.5,Clicked
17850,M,Chicago,12,18511,1/22/2019,GGOENEBQ078999,Nest-USA,1,122.77,6.5,Clicked
17850,M,Chicago,12,18513,1/22/2019,GGOENEBQ078999,Nest-USA,1,205.3,6.5,Used
17850,M,Chicago,12,18516,1/22/2019,GGOENEBQ079099,Nest-USA,2,102.13,6.5,Clicked
17850,M,Chicago,12,18518,1/22/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Clicked
17850,M,Chicago,12,18518,1/22/2019,GGOENEBQ078999,Nest-USA,2,122.77,6.5,Used
17850,M,Chicago,12,18520,1/22/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Not Used
17850,M,Chicago,12,18520,1/22/2019,GGOENEBQ079099,Nest-USA,1,81.5,6.5,Used
17850,M,Chicago,12,18521,1/22/2019,GGOENEBQ079199,Nest-USA,3,102.13,6.5,Clicked
17850,M,Chicago,12,18522,1/22/2019,GGOENEBQ079199,Nest-USA,5,81.5,6.5,Clicked
17850,M,Chicago,12,18523,1/22/2019,GGOENEBQ078999,Nest-USA,1,122.77,6.5,Not Used
17850,M,Chicago,12,18524,1/22/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,18525,1/22/2019,GGOEGAEC029116,Apparel,1,15.67,6.5,Used
17850,M,Chicago,12,18525,1/22/2019,GGOEGAQB036016,Apparel,1,46.21,6.5,Used
17850,M,Chicago,12,18526,1/22/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Not Used
17850,M,Chicago,12,18527,1/22/2019,GGOENEBQ079099,Nest-USA,1,81.5,6.5,Used
17850,M,Chicago,12,18528,1/22/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Used
17850,M,Chicago,12,18530,1/22/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Clicked
17850,M,Chicago,12,18531,1/22/2019,GGOENEBQ079099,Nest-USA,1,81.5,6.5,Clicked
17850,M,Chicago,12,18532,1/22/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,18533,1/22/2019,GGOENEBB078899,Nest-USA,2,122.77,6.5,Used
17850,M,Chicago,12,18534,1/22/2019,GGOEGAAQ010415,Apparel,1,14.02,6.5,Clicked
17850,M,Chicago,12,18534,1/22/2019,GGOEGADJ059415,Apparel,1,61.89,6.5,Clicked
17850,M,Chicago,12,18737,1/24/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Used
17850,M,Chicago,12,18738,1/24/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Used
17850,M,Chicago,12,18740,1/24/2019,GGOEGBRA037499,Bags,20,78.4,182.74,Clicked
17850,M,Chicago,12,18741,1/24/2019,GGOENEBJ079499,Nest-USA,2,153.71,6.5,Used
17850,M,Chicago,12,18742,1/24/2019,GGOEWEBB082699,Waze,1,7.21,6.5,Not Used
17850,M,Chicago,12,18742,1/24/2019,GGOEWFKA083299,Waze,1,2.05,6.5,Used
17850,M,Chicago,12,18743,1/24/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Clicked
17850,M,Chicago,12,18744,1/24/2019,GGOENEBQ078999,Nest-USA,5,122.77,6.5,Clicked
17850,M,Chicago,12,18745,1/24/2019,GGOEAKDH019899,Lifestyle,1,4.12,6.5,Clicked
17850,M,Chicago,12,18745,1/24/2019,GGOEGAFJ036214,Apparel,1,53.64,6.5,Clicked
17850,M,Chicago,12,18745,1/24/2019,GGOEGALJ036414,Apparel,1,24.75,6.5,Used
17850,M,Chicago,12,18745,1/24/2019,GGOEGBMJ013399,Bags,1,5.15,6.5,Clicked
17850,M,Chicago,12,18745,1/24/2019,GGOEGHPB071610,Apparel,1,11.34,6.5,Used
17850,M,Chicago,12,18745,1/24/2019,GGOEGOXQ016399,Office,1,2.05,6.5,Used
17850,M,Chicago,12,18745,1/24/2019,GGOEGPXC023299,Lifestyle,2,5.15,6.5,Not Used
17850,M,Chicago,12,18745,1/24/2019,GGOEYHPB072210,Apparel,1,11.34,6.5,Clicked
17850,M,Chicago,12,18747,1/24/2019,GGOENEBB078899,Nest-USA,2,122.77,6.5,Used
17850,M,Chicago,12,18747,1/24/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Clicked
17850,M,Chicago,12,18748,1/24/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Not Used
17850,M,Chicago,12,18749,1/24/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Used
17850,M,Chicago,12,18750,1/24/2019,GGOEGAAL010616,Apparel,1,17.53,6.5,Clicked
17850,M,Chicago,12,18753,1/24/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Used
17850,M,Chicago,12,18754,1/24/2019,GGOENEBQ078999,Nest-USA,1,122.77,6.5,Used
17850,M,Chicago,12,18756,1/24/2019,GGOEGAER029716,Apparel,1,15.67,6.5,Not Used
17850,M,Chicago,12,18756,1/24/2019,GGOEGOAA017199,Office,1,4.12,6.5,Not Used
17850,M,Chicago,12,18757,1/24/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Not Used
17850,M,Chicago,12,18758,1/24/2019,GGOENEBB078899,Nest-USA,1,122.77,6.5,Used
17850,M,Chicago,12,18760,1/24/2019,GGOEWEBB082699,Waze,1,7.21,6.5,Clicked
17850,M,Chicago,12,18761,1/24/2019,GGOEGAER029713,Apparel,1,19.59,6.5,Clicked
17850,M,Chicago,12,18761,1/24/2019,GGOEGOCT019199,Office,1,10.31,6.5,Clicked
17850,M,Chicago,12,18762,1/24/2019,GGOEGDWR015799,Drinkware,1,13.4,6.5,Not Used
17850,M,Chicago,12,18763,1/24/2019,GGOENEBJ079499,Nest-USA,1,153.71,6.5,Not Used
17850,M,Chicago,12,18764,1/24/2019,GGOEAAAJ032415,Apparel,1,19.59,6.5,Clicked
17850,M,Chicago,12,18764,1/24/2019,GGOEAFKQ020599,Office,1,3.08,6.5,Clicked
17850,M,Chicago,12,18764,1/24/2019,GGOEAKDH019899,Lifestyle,1,4.12,6.5,Not Used
17850,M,Chicago,12,18764,1/24/2019,GGOEGFKQ020399,Office,1,2.05,6.5,Clicked
17850,M,Chicago,12,18764,1/24/2019,GGOEWFKA083199,Waze,1,2.05,6.5,Clicked
17850,M,Chicago,12,18765,1/24/2019,GGOENEBB078899,Nest-USA,2,122.77,6.5,Clicked
